,date,id,prec,tair,tw,tmax,tmin,urmax,patm,pnmm,wd,wsmax,n,cc,evap,ur,ws,name,uf
11328648,1968-11-27 12:00:00,82825,25.6,22.7,22.4,,22.5,98.0,1001.9,,32.0,5.0,,10.0,,,,Porto Velho,RO
11328649,1968-11-27 18:00:00,82825,,25.1,23.5,,,87.0,999.8,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328650,1968-11-28 00:00:00,82825,,24.9,24.0,31.4,,93.0,999.5,,0.0,0.0,5.7,9.0,0.9,87.75,1.333333,Porto Velho,RO
11328651,1968-11-28 12:00:00,82825,6.0,24.2,23.3,,22.7,92.0,1001.9,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328652,1968-11-28 18:00:00,82825,,30.9,26.7,,,71.0,997.9,,32.0,3.0,,7.0,,,,Porto Velho,RO
11328653,1968-11-29 00:00:00,82825,,25.0,24.2,30.4,,94.0,1001.6,,0.0,0.0,2.6,7.0,9.2,88.5,2.0,Porto Velho,RO
11328654,1968-11-29 12:00:00,82825,8.0,25.1,24.1,,24.0,92.0,1000.6,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328655,1968-11-29 18:00:00,82825,,30.3,26.4,,,72.0,997.6,,32.0,3.0,,9.0,,,,Porto Velho,RO
11328656,1968-11-30 00:00:00,82825,,25.8,25.1,30.2,,95.0,997.9,,0.0,0.0,9.8,10.0,2.1,87.5,1.333333,Porto Velho,RO
11328657,1968-11-30 12:00:00,82825,20.2,24.1,23.8,,22.5,97.0,999.2,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328658,1968-11-30 18:00:00,82825,,29.9,26.3,,,75.0,997.6,,27.0,3.0,,8.0,,,,Porto Velho,RO
11328659,1968-12-01 00:00:00,82825,,23.5,22.2,28.6,,89.0,999.1,,0.0,0.0,3.7,10.0,2.3,84.5,3.666667,Porto Velho,RO
11328660,1968-12-01 12:00:00,82825,1.0,23.4,22.3,,22.4,90.0,999.6,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328661,1968-12-01 18:00:00,82825,,27.4,24.2,,,76.0,1000.3,,32.0,5.0,,9.0,,,,Porto Velho,RO
11328662,1968-12-02 00:00:00,82825,,25.5,23.7,28.8,,86.0,999.0,,32.0,3.0,5.1,10.0,2.3,87.5,1.666667,Porto Velho,RO
11328663,1968-12-02 12:00:00,82825,0.0,24.0,22.5,,22.0,87.0,1003.4,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328664,1968-12-02 18:00:00,82825,,27.5,24.5,,,77.0,1000.4,,32.0,3.0,,9.0,,,,Porto Velho,RO
11328665,1968-12-03 00:00:00,82825,,25.0,24.1,30.6,,93.0,997.9,,23.0,1.0,3.1,8.0,0.3,87.5,0.666667,Porto Velho,RO
11328666,1968-12-03 12:00:00,82825,0.0,24.4,23.3,,22.8,91.0,1002.0,,23.0,1.0,,10.0,,,,Porto Velho,RO
11328667,1968-12-03 18:00:00,82825,,30.3,26.5,,,73.0,1004.6,,23.0,1.0,,10.0,,,,Porto Velho,RO
11328668,1968-12-04 00:00:00,82825,,25.2,24.4,30.6,,93.0,997.6,,0.0,0.0,2.4,8.0,1.6,89.25,2.333333,Porto Velho,RO
11328669,1968-12-04 12:00:00,82825,0.0,25.4,24.3,,21.4,91.0,1000.4,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328670,1968-12-04 18:00:00,82825,,25.3,23.5,,,86.0,1000.4,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328671,1968-12-05 00:00:00,82825,,23.0,21.9,25.0,,90.0,999.1,,23.0,1.0,0.0,7.0,2.0,94.75,1.333333,Porto Velho,RO
11328672,1968-12-05 12:00:00,82825,29.7,22.1,21.7,,21.2,96.0,1003.6,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328673,1968-12-05 18:00:00,82825,,24.0,23.0,,,91.0,1002.2,,27.0,1.0,,10.0,,,,Porto Velho,RO
11328674,1968-12-06 00:00:00,82825,,23.2,22.7,30.0,,96.0,999.5,,0.0,0.0,4.5,8.0,0.9,91.25,0.666667,Porto Velho,RO
11328675,1968-12-06 12:00:00,82825,2.7,23.2,22.7,,20.4,96.0,1003.5,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328676,1968-12-06 18:00:00,82825,,26.8,25.1,,,87.0,1000.4,,9.0,1.0,,8.0,,,,Porto Velho,RO
11328677,1968-12-07 00:00:00,82825,,25.6,24.5,33.8,,91.0,1000.7,,0.0,0.0,8.9,4.0,1.9,83.0,0.666667,Porto Velho,RO
11328678,1968-12-07 12:00:00,82825,0.0,27.5,25.6,,22.0,85.0,1003.4,,14.0,1.0,,3.0,,,,Porto Velho,RO
11328679,1968-12-07 18:00:00,82825,,33.5,27.5,,,61.0,999.1,,32.0,1.0,,7.0,,,,Porto Velho,RO
11328680,1968-12-08 00:00:00,82825,,25.6,24.7,34.0,,93.0,997.9,,0.0,0.0,7.5,8.0,3.0,82.75,2.333333,Porto Velho,RO
11328681,1968-12-08 12:00:00,82825,1.2,25.8,24.8,,23.4,92.0,1001.6,,32.0,3.0,,6.0,,,,Porto Velho,RO
11328682,1968-12-08 18:00:00,82825,,33.4,28.0,,,65.0,999.0,,27.0,3.0,,8.0,,,,Porto Velho,RO
11328683,1968-12-09 00:00:00,82825,,27.2,25.5,32.4,,87.0,998.6,,14.0,1.0,2.6,4.0,3.0,85.25,1.666667,Porto Velho,RO
11328684,1968-12-09 12:00:00,82825,9.5,23.7,23.1,,22.5,95.0,1001.8,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328685,1968-12-09 18:00:00,82825,,31.6,26.6,,,66.0,999.1,,32.0,1.0,,6.0,,,,Porto Velho,RO
11328686,1968-12-10 00:00:00,82825,,24.5,23.3,32.9,,90.0,1000.3,,32.0,3.0,7.0,10.0,2.0,84.5,2.333333,Porto Velho,RO
11328687,1968-12-10 12:00:00,82825,5.8,24.1,23.1,,22.2,91.0,1000.7,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328688,1968-12-10 18:00:00,82825,,30.8,26.3,,,69.0,999.0,,32.0,3.0,,5.0,,,,Porto Velho,RO
11328689,1968-12-11 00:00:00,82825,,26.0,24.6,30.2,,89.0,999.1,,5.0,1.0,1.7,9.0,1.7,90.25,0.666667,Porto Velho,RO
11328690,1968-12-11 12:00:00,82825,15.9,24.1,23.7,,23.3,97.0,1002.0,,36.0,1.0,,10.0,,,,Porto Velho,RO
11328691,1968-12-11 18:00:00,82825,,26.3,23.8,,,80.0,1000.7,,9.0,1.0,,10.0,,,,Porto Velho,RO
11328692,1968-12-12 00:00:00,82825,,25.8,24.9,31.4,,92.0,999.2,,0.0,0.0,7.1,10.0,2.8,89.0,1.666667,Porto Velho,RO
11328693,1968-12-12 12:00:00,82825,3.2,25.5,24.8,,23.1,94.0,1003.2,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328694,1968-12-12 18:00:00,82825,,31.1,26.1,,,66.0,999.1,,32.0,3.0,,7.0,,,,Porto Velho,RO
11328695,1968-12-13 00:00:00,82825,,25.8,25.5,32.0,,98.0,997.8,,14.0,1.0,1.9,6.0,2.8,89.25,2.333333,Porto Velho,RO
11328696,1968-12-13 12:00:00,82825,0.5,26.0,25.7,,23.3,98.0,1001.8,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328697,1968-12-13 18:00:00,82825,,31.9,26.6,,,65.0,999.1,,5.0,3.0,,8.0,,,,Porto Velho,RO
11328698,1968-12-14 00:00:00,82825,,23.6,23.3,30.8,,97.0,999.2,,23.0,3.0,2.4,10.0,1.7,85.75,1.666667,Porto Velho,RO
11328699,1968-12-14 12:00:00,82825,95.5,23.4,23.2,,21.5,98.0,1002.0,,23.0,3.0,,10.0,,,,Porto Velho,RO
11328700,1968-12-14 18:00:00,82825,,28.9,25.1,,,73.0,1000.8,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328701,1968-12-15 00:00:00,82825,,26.1,24.4,31.8,,86.0,999.2,,5.0,1.0,4.8,3.0,2.2,91.25,1.333333,Porto Velho,RO
11328702,1968-12-15 12:00:00,82825,0.0,24.9,24.4,,23.3,96.0,1002.0,,0.0,0.0,,10.0,,,,Porto Velho,RO
11328703,1968-12-15 18:00:00,82825,,27.7,25.8,,,85.0,1000.3,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328704,1968-12-16 00:00:00,82825,,25.0,24.0,31.2,,92.0,1000.7,,5.0,3.0,4.5,8.0,2.1,86.25,0.666667,Porto Velho,RO
11328705,1968-12-16 12:00:00,82825,3.7,26.1,24.3,,22.4,85.0,1003.8,,14.0,1.0,,8.0,,,,Porto Velho,RO
11328706,1968-12-16 18:00:00,82825,,30.0,26.7,,,76.0,1000.6,,9.0,1.0,,8.0,,,,Porto Velho,RO
11328707,1968-12-17 00:00:00,82825,,25.1,24.1,33.8,,92.0,1000.4,,0.0,0.0,4.9,7.0,1.7,83.0,2.333333,Porto Velho,RO
11328708,1968-12-17 12:00:00,82825,0.7,24.8,23.9,,23.4,93.0,1003.1,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328709,1968-12-17 18:00:00,82825,,31.6,26.7,,,67.0,999.8,,5.0,3.0,,7.0,,,,Porto Velho,RO
11328710,1968-12-18 00:00:00,82825,,26.6,24.9,30.8,,86.0,1000.3,,23.0,3.0,3.5,10.0,1.7,91.75,1.0,Porto Velho,RO
11328711,1968-12-18 12:00:00,82825,17.2,25.8,24.6,,23.1,91.0,1001.8,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328712,1968-12-18 18:00:00,82825,,29.8,27.7,,,84.0,999.0,,14.0,1.0,,8.0,,,,Porto Velho,RO
11328713,1968-12-19 00:00:00,82825,,24.0,23.5,31.1,,96.0,999.1,,5.0,1.0,3.8,5.0,2.5,94.25,2.0,Porto Velho,RO
11328714,1968-12-19 12:00:00,82825,7.0,24.0,23.3,,23.2,94.0,1003.1,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328715,1968-12-19 18:00:00,82825,,29.4,27.4,,,85.0,998.7,,27.0,5.0,,10.0,,,,Porto Velho,RO
11328716,1968-12-20 00:00:00,82825,,25.9,25.7,32.8,,99.0,999.1,,0.0,0.0,5.7,10.0,0.5,88.25,1.666667,Porto Velho,RO
11328717,1968-12-20 12:00:00,82825,0.7,26.8,25.5,,22.3,90.0,1000.6,,14.0,1.0,,9.0,,,,Porto Velho,RO
11328718,1968-12-20 18:00:00,82825,,32.3,27.3,,,67.0,997.9,,32.0,3.0,,7.0,,,,Porto Velho,RO
11328719,1968-12-21 00:00:00,82825,,25.4,25.1,32.2,,98.0,1000.7,,23.0,1.0,3.1,10.0,3.2,95.0,2.333333,Porto Velho,RO
11328720,1968-12-21 12:00:00,82825,3.2,25.8,25.0,,23.5,94.0,1000.4,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328721,1968-12-21 18:00:00,82825,,26.7,25.2,,,88.0,998.8,,23.0,5.0,,10.0,,,,Porto Velho,RO
11328722,1968-12-22 00:00:00,82825,,24.4,24.2,28.2,,99.0,997.9,,14.0,1.0,0.1,10.0,0.7,87.0,1.666667,Porto Velho,RO
11328723,1968-12-22 12:00:00,82825,13.2,24.2,24.0,,23.3,98.0,1000.6,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328724,1968-12-22 18:00:00,82825,,28.0,25.6,,,82.0,999.5,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328725,1968-12-23 00:00:00,82825,,23.9,22.0,28.2,,84.0,999.1,,23.0,3.0,0.4,10.0,1.0,95.75,0.666667,Porto Velho,RO
11328726,1968-12-23 12:00:00,82825,7.8,23.4,23.1,,22.7,97.0,1000.8,,0.0,0.0,,10.0,,,,Porto Velho,RO
11328727,1968-12-23 18:00:00,82825,,26.2,25.2,,,92.0,999.1,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328728,1968-12-24 00:00:00,82825,,25.6,25.2,30.4,,97.0,998.0,,9.0,1.0,2.7,10.0,1.9,93.0,1.0,Porto Velho,RO
11328729,1968-12-24 12:00:00,82825,0.0,24.5,24.3,,22.0,98.0,1000.6,,0.0,0.0,,10.0,,,,Porto Velho,RO
11328730,1968-12-24 18:00:00,82825,,27.4,24.8,,,80.0,997.8,,5.0,3.0,,10.0,,,,Porto Velho,RO
11328731,1968-12-25 00:00:00,82825,,22.3,22.0,29.2,,97.0,998.9,,0.0,0.0,1.3,10.0,0.1,91.75,1.0,Porto Velho,RO
11328732,1968-12-25 12:00:00,82825,36.2,22.7,22.3,,22.0,97.0,1001.0,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328733,1968-12-25 18:00:00,82825,,28.1,25.2,,,78.0,1000.2,,36.0,1.0,,10.0,,,,Porto Velho,RO
11328734,1968-12-26 00:00:00,82825,,24.7,24.3,31.0,,96.0,998.3,,9.0,1.0,5.8,10.0,3.9,85.0,1.333333,Porto Velho,RO
11328735,1968-12-26 12:00:00,82825,0.0,23.6,22.7,,22.3,93.0,1001.2,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328736,1968-12-26 18:00:00,82825,,29.2,25.8,,,75.0,999.1,,32.0,3.0,,7.0,,,,Porto Velho,RO
11328737,1968-12-27 00:00:00,82825,,27.2,25.4,32.7,,86.0,998.0,,0.0,0.0,5.5,3.0,1.4,86.25,3.0,Porto Velho,RO
11328738,1968-12-27 12:00:00,82825,0.0,26.8,25.6,,21.9,91.0,1002.0,,5.0,1.0,,4.0,,,,Porto Velho,RO
11328739,1968-12-27 18:00:00,82825,,31.8,27.0,,,68.0,997.5,,32.0,5.0,,8.0,,,,Porto Velho,RO
11328740,1968-12-28 00:00:00,82825,,24.4,23.5,30.0,,93.0,999.2,,32.0,3.0,3.2,10.0,1.7,89.5,1.666667,Porto Velho,RO
11328741,1968-12-28 12:00:00,82825,16.5,24.6,23.8,,22.7,93.0,1000.8,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328742,1968-12-28 18:00:00,82825,,29.8,26.3,,,75.0,999.0,,5.0,3.0,,10.0,,,,Porto Velho,RO
11328743,1968-12-29 00:00:00,82825,,24.1,23.5,31.1,,95.0,998.0,,32.0,1.0,2.7,10.0,3.8,88.25,1.666667,Porto Velho,RO
11328744,1968-12-29 12:00:00,82825,11.7,24.2,23.5,,22.4,94.0,999.5,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328745,1968-12-29 18:00:00,82825,,29.3,26.5,,,79.0,997.8,,23.0,1.0,,10.0,,,,Porto Velho,RO
11328746,1968-12-30 00:00:00,82825,,25.6,24.4,28.8,,90.0,1001.4,,32.0,3.0,1.6,10.0,0.7,92.0,1.333333,Porto Velho,RO
11328747,1968-12-30 12:00:00,82825,19.0,23.2,22.7,,22.1,96.0,1000.6,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328748,1968-12-30 18:00:00,82825,,27.1,25.1,,,84.0,999.0,,36.0,3.0,,10.0,,,,Porto Velho,RO
11328749,1968-12-31 00:00:00,82825,,25.7,25.0,29.8,,94.0,999.0,,0.0,0.0,3.1,10.0,1.5,91.75,2.0,Porto Velho,RO
11328750,1968-12-31 12:00:00,82825,1.1,24.0,23.6,,22.1,97.0,1001.9,,0.0,0.0,,10.0,,,,Porto Velho,RO
11328751,1968-12-31 18:00:00,82825,,26.7,25.0,,,86.0,997.4,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328752,1969-01-01 00:00:00,82825,,23.7,22.8,26.0,,92.0,999.9,,32.0,3.0,,10.0,2.5,96.5,1.333333,Porto Velho,RO
11328753,1969-01-01 12:00:00,82825,84.0,23.1,22.6,,22.3,96.0,1001.6,,36.0,3.0,,10.0,,,,Porto Velho,RO
11328754,1969-01-01 18:00:00,82825,,24.6,23.9,,,94.0,1000.7,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328755,1969-01-02 00:00:00,82825,,23.8,23.5,25.3,,98.0,999.2,,0.0,0.0,,10.0,0.3,96.5,1.333333,Porto Velho,RO
11328756,1969-01-02 12:00:00,82825,46.2,23.2,22.9,,21.9,97.0,1004.2,,5.0,3.0,,10.0,,,,Porto Velho,RO
11328757,1969-01-02 18:00:00,82825,,23.6,23.0,,,95.0,1001.8,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328758,1969-01-03 00:00:00,82825,,23.5,23.2,30.0,,97.0,1002.3,,0.0,0.0,,10.0,0.4,89.25,1.666667,Porto Velho,RO
11328759,1969-01-03 12:00:00,82825,15.1,24.1,23.3,,21.7,93.0,1002.7,,14.0,3.0,,10.0,,,,Porto Velho,RO
11328760,1969-01-03 18:00:00,82825,,28.3,25.9,,,82.0,999.4,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328761,1969-01-04 00:00:00,82825,,25.4,24.2,32.3,,91.0,999.5,,5.0,1.0,,8.0,0.4,91.75,1.0,Porto Velho,RO
11328762,1969-01-04 12:00:00,82825,0.0,24.0,23.3,,22.4,94.0,1003.2,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328763,1969-01-04 18:00:00,82825,,28.7,26.1,,,81.0,999.2,,14.0,1.0,,8.0,,,,Porto Velho,RO
11328764,1969-01-05 00:00:00,82825,,24.3,23.7,32.6,,96.0,1000.3,,18.0,1.0,,10.0,2.0,86.75,1.666667,Porto Velho,RO
11328765,1969-01-05 12:00:00,82825,0.0,24.0,23.5,,22.4,96.0,1003.4,,23.0,1.0,,10.0,,,,Porto Velho,RO
11328766,1969-01-05 18:00:00,82825,,32.4,27.3,,,67.0,999.0,,27.0,1.0,,8.0,,,,Porto Velho,RO
11328767,1969-01-06 00:00:00,82825,,25.1,24.1,33.3,,92.0,1000.4,,32.0,3.0,,10.0,1.1,83.25,1.0,Porto Velho,RO
11328768,1969-01-06 12:00:00,82825,0.2,23.9,22.7,,21.4,90.0,1002.6,,23.0,1.0,,4.0,,,,Porto Velho,RO
11328769,1969-01-06 18:00:00,82825,,31.8,26.9,,,67.0,1000.2,,32.0,1.0,,9.0,,,,Porto Velho,RO
11328770,1969-01-07 00:00:00,82825,,27.2,25.6,30.4,,88.0,999.0,,36.0,1.0,,2.0,2.8,89.75,1.0,Porto Velho,RO
11328771,1969-01-07 12:00:00,82825,0.5,26.2,25.5,,23.4,94.0,1001.5,,32.0,1.0,,3.0,,,,Porto Velho,RO
11328772,1969-01-07 18:00:00,82825,,29.0,26.2,,,79.0,999.1,,23.0,1.0,,6.0,,,,Porto Velho,RO
11328773,1969-01-08 00:00:00,82825,,24.4,23.5,31.5,,93.0,999.2,,5.0,1.0,,10.0,1.5,85.75,2.333333,Porto Velho,RO
11328774,1969-01-08 12:00:00,82825,30.4,25.1,24.5,,22.9,95.0,1000.3,,5.0,3.0,,10.0,,,,Porto Velho,RO
11328775,1969-01-08 18:00:00,82825,,31.4,26.7,,,68.0,998.3,,32.0,3.0,,8.0,,,,Porto Velho,RO
11328776,1969-01-09 00:00:00,82825,,26.2,25.0,29.9,,90.0,996.8,,32.0,1.0,,2.0,1.7,90.0,1.666667,Porto Velho,RO
11328777,1969-01-09 12:00:00,82825,0.0,26.3,25.0,,23.1,90.0,999.4,,14.0,1.0,,6.0,,,,Porto Velho,RO
11328778,1969-01-09 18:00:00,82825,,27.4,25.4,,,84.0,998.8,,23.0,3.0,,7.0,,,,Porto Velho,RO
11328779,1969-01-10 00:00:00,82825,,24.4,23.5,32.9,,93.0,996.7,,5.0,1.0,,8.0,1.8,85.25,2.333333,Porto Velho,RO
11328780,1969-01-10 12:00:00,82825,1.4,25.4,24.0,,22.5,89.0,1000.3,,14.0,1.0,,5.0,,,,Porto Velho,RO
11328781,1969-01-10 18:00:00,82825,,32.7,27.2,,,64.0,996.3,,5.0,3.0,,8.0,,,,Porto Velho,RO
11328782,1969-01-11 00:00:00,82825,,25.8,25.0,30.6,,94.0,997.8,,14.0,3.0,,9.0,2.4,89.25,2.333333,Porto Velho,RO
11328783,1969-01-11 12:00:00,82825,6.9,24.8,24.0,,22.4,94.0,1000.4,,23.0,3.0,,10.0,,,,Porto Velho,RO
11328784,1969-01-11 18:00:00,82825,,29.3,26.7,,,81.0,996.3,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328785,1969-01-12 00:00:00,82825,,25.3,24.1,30.1,,91.0,998.0,,23.0,1.0,,10.0,1.7,94.0,2.333333,Porto Velho,RO
11328786,1969-01-12 12:00:00,82825,4.1,25.6,24.6,,22.0,92.0,999.8,,14.0,3.0,,10.0,,,,Porto Velho,RO
11328787,1969-01-12 18:00:00,82825,,23.8,23.1,,,94.0,999.5,,18.0,3.0,,10.0,,,,Porto Velho,RO
11328788,1969-01-13 00:00:00,82825,,23.6,23.0,32.9,,95.0,999.8,,14.0,1.0,,10.0,1.0,87.5,1.0,Porto Velho,RO
11328789,1969-01-13 12:00:00,82825,6.0,23.3,22.5,,21.8,93.0,1001.6,,14.0,1.0,,10.0,,,,Porto Velho,RO
11328790,1969-01-13 18:00:00,82825,,31.3,27.5,,,73.0,999.2,,18.0,1.0,,8.0,,,,Porto Velho,RO
11328791,1969-01-14 00:00:00,82825,,26.6,25.6,33.7,,92.0,998.0,,18.0,1.0,,7.0,2.0,85.75,2.333333,Porto Velho,RO
11328792,1969-01-14 12:00:00,82825,0.0,24.6,24.0,,22.0,95.0,1000.8,,18.0,3.0,,10.0,,,,Porto Velho,RO
11328793,1969-01-14 18:00:00,82825,,32.4,27.9,,,70.0,997.9,,23.0,3.0,,8.0,,,,Porto Velho,RO
11328794,1969-01-15 00:00:00,82825,,25.1,23.7,32.7,,89.0,998.6,,32.0,1.0,,10.0,2.0,85.5,2.333333,Porto Velho,RO
11328795,1969-01-15 12:00:00,82825,3.5,24.1,23.6,,23.4,96.0,1001.1,,14.0,3.0,,10.0,,,,Porto Velho,RO
11328796,1969-01-15 18:00:00,82825,,31.6,27.1,,,70.0,998.4,,23.0,1.0,,5.0,,,,Porto Velho,RO
11328797,1969-01-16 00:00:00,82825,,25.6,24.1,30.8,,88.0,998.8,,23.0,3.0,,10.0,1.6,87.75,1.666667,Porto Velho,RO
11328798,1969-01-16 12:00:00,82825,10.4,24.0,23.4,,23.3,95.0,1000.7,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328799,1969-01-16 18:00:00,82825,,30.1,26.5,,,74.0,997.9,,27.0,3.0,,9.0,,,,Porto Velho,RO
11328800,1969-01-17 00:00:00,82825,,25.7,24.6,25.8,,91.0,999.0,,32.0,1.0,,7.0,1.8,94.25,0.666667,Porto Velho,RO
11328801,1969-01-17 12:00:00,82825,0.6,25.0,24.2,,22.7,94.0,1001.0,,23.0,1.0,,10.0,,,,Porto Velho,RO
11328802,1969-01-17 18:00:00,82825,,24.1,23.5,,,95.0,1001.8,,27.0,1.0,,10.0,,,,Porto Velho,RO
11328803,1969-01-18 00:00:00,82825,,23.6,22.9,29.3,,94.0,999.4,,0.0,0.0,,10.0,0.6,91.0,1.666667,Porto Velho,RO
11328804,1969-01-18 12:00:00,82825,21.1,23.4,23.0,,22.1,96.0,1001.8,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328805,1969-01-18 18:00:00,82825,,29.1,25.9,,,76.0,1000.6,,32.0,3.0,,8.0,,,,Porto Velho,RO
11328806,1969-01-19 00:00:00,82825,,23.6,23.1,30.9,,96.0,999.6,,36.0,1.0,,4.0,1.4,87.0,2.333333,Porto Velho,RO
11328807,1969-01-19 12:00:00,82825,0.7,26.6,24.5,,22.6,84.0,1001.6,,32.0,1.0,,4.0,,,,Porto Velho,RO
11328808,1969-01-19 18:00:00,82825,,30.2,26.9,,,76.0,1000.3,,23.0,3.0,,6.0,,,,Porto Velho,RO
11328809,1969-01-20 00:00:00,82825,,24.7,24.0,25.4,,94.0,1001.0,,23.0,3.0,,10.0,1.8,92.5,1.0,Porto Velho,RO
11328810,1969-01-20 12:00:00,82825,5.4,22.5,21.9,,21.8,94.0,1002.6,,23.0,1.0,,10.0,,,,Porto Velho,RO
11328811,1969-01-20 18:00:00,82825,,25.2,23.7,,,88.0,1001.1,,5.0,1.0,,10.0,,,,Porto Velho,RO
11328812,1969-01-21 00:00:00,82825,,23.6,22.9,34.1,,94.0,999.6,,5.0,1.0,,5.0,1.0,81.75,2.0,Porto Velho,RO
11328813,1969-01-21 12:00:00,82825,0.0,25.0,23.9,,22.2,91.0,1001.2,,5.0,3.0,,7.0,,,,Porto Velho,RO
11328814,1969-01-21 18:00:00,82825,,32.3,27.2,,,66.0,997.1,,23.0,3.0,,6.0,,,,Porto Velho,RO
11328815,1969-01-22 00:00:00,82825,,28.8,26.9,32.8,,85.0,996.6,,0.0,0.0,,0.0,2.2,86.25,1.333333,Porto Velho,RO
11328816,1969-01-22 12:00:00,82825,41.3,25.3,24.7,,22.2,96.0,999.8,,0.0,0.0,,10.0,,,,Porto Velho,RO
11328817,1969-01-22 18:00:00,82825,,32.2,27.9,,,71.0,997.6,,32.0,3.0,,8.0,,,,Porto Velho,RO
11328818,1969-01-23 00:00:00,82825,,27.6,26.2,27.8,,89.0,996.4,,23.0,1.0,,4.0,2.0,93.25,1.666667,Porto Velho,RO
11328819,1969-01-23 12:00:00,82825,15.9,22.8,22.4,,22.3,97.0,1002.3,,23.0,1.0,,10.0,,,,Porto Velho,RO
11328820,1969-01-23 18:00:00,82825,,25.2,24.0,,,90.0,1001.1,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328821,1969-01-24 00:00:00,82825,,23.7,22.9,34.4,,93.0,999.0,,9.0,1.0,,8.0,0.9,79.25,1.666667,Porto Velho,RO
11328822,1969-01-24 12:00:00,82825,17.0,23.0,22.5,,22.0,96.0,1001.2,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328823,1969-01-24 18:00:00,82825,,32.5,26.6,,,61.0,998.6,,23.0,3.0,,6.0,,,,Porto Velho,RO
11328824,1969-01-25 00:00:00,82825,,27.8,25.3,30.5,,80.0,996.6,,5.0,1.0,,10.0,2.5,86.25,2.333333,Porto Velho,RO
11328825,1969-01-25 12:00:00,82825,1.9,23.2,22.3,,22.8,92.0,1001.1,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328826,1969-01-25 18:00:00,82825,,28.9,25.1,,,73.0,998.4,,23.0,3.0,,7.0,,,,Porto Velho,RO
11328827,1969-01-26 00:00:00,82825,,25.8,24.5,33.7,,90.0,997.1,,27.0,1.0,,10.0,1.7,83.5,1.666667,Porto Velho,RO
11328828,1969-01-26 12:00:00,82825,0.0,24.8,23.9,,22.9,93.0,999.5,,32.0,1.0,,10.0,,,,Porto Velho,RO
11328829,1969-01-26 18:00:00,82825,,30.8,26.7,,,71.0,997.1,,23.0,3.0,,10.0,,,,Porto Velho,RO
11328830,1969-01-27 00:00:00,82825,,27.4,25.5,30.4,,85.0,995.8,,27.0,1.0,,7.0,1.7,89.25,2.333333,Porto Velho,RO
11328831,1969-01-27 12:00:00,82825,0.0,24.3,23.5,,23.0,94.0,999.6,,32.0,3.0,,10.0,,,,Porto Velho,RO
11328832,1969-01-27 18:00:00,82825,,28.7,25.9,,,79.0,997.2,,23.0,3.0,,9.0,,,,Porto Velho,RO
11328833,1969-01-28 00:00:00,82825,,25.4,24.4,33.0,,92.0,996.7,,5.0,1.0,,4.0,1.2,86.25,1.666667,Porto Velho,RO
11328834,1969-01-28 12:00:00,82825,1.5,24.5,23.7,,22.5,94.0,999.4,,14.0,1.0,,8.0,,,,Porto Velho,RO
11328835,1969-01-28 18:00:00,82825,,32.4,27.0,,,65.0,996.6,,23.0,1.0,,5.0,,,,Porto Velho,RO
11328836,1969-01-29 00:00:00,82825,,25.1,24.2,32.1,,93.0,996.7,,23.0,3.0,,10.0,2.0,87.25,2.333333,Porto Velho,RO
11328837,1969-01-29 12:00:00,82825,0.0,26.4,25.1,,23.5,90.0,999.2,,23.0,1.0,,9.0,,,,Porto Velho,RO
