,id,lon,lat,alt,name,state,uf,time_zone,offset_utc,time_zone.1,offset_utc.1,shape,scale,vmp,vmaxE,p_vmp,p_vmaxE,w_mean,w_median,mean,median
90,83332,-46.366666666666696,-14.1,825.64,Posse,Goiás,GO,America/Sao_Paulo,-3,America/Sao_Paulo,-3,1.4971989236925032,1.667704557362174,0.7986486777114766,2.939042552373736,0.4466334544785546,0.11510052955629901,1.505854741768602,1.3055822154276182,1.49764094692608,1.333333
91,83470,-50.9166666666667,-17.8,774.62,Rio Verde,Goiás,GO,America/Sao_Paulo,-3,America/Sao_Paulo,-3,1.8611578747767863,2.394458016765395,1.5826056238545034,3.5440188971681073,0.3425799853223786,0.13684667734819142,2.126290632983725,1.9664493183827296,2.1217502731496234,2.0
92,82970,-45.9333333333333,-9.1,285.05,Alto Parnaíba,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.3021212411812204,1.506231680534026,1.175959398219172,1.9762875785972425,0.6289473830622283,0.3359221352113708,1.3344069629685131,1.2845447109615131,1.3331052786793378,1.233333
93,82460,-44.7666666666667,-4.216666666666669,25.07,Bacabal,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.592667848760686,2.0658224473285958,1.7118663713976832,2.5755505132897842,0.5033494450236775,0.3033074211789038,1.834731958336532,1.7934896744943964,1.8331975145099304,1.8
94,82768,-46.0333333333333,-7.5333333333333306,259.38,Balsas,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,1.9995817000708327,1.1430798693494868,0.8081363686142593,1.6167608256407457,0.7502946155006346,0.3347256391582934,1.0130320298097,0.9516399332853416,1.006611554806985,0.666667
95,82571,-45.2333333333333,-5.5,153.0,Barra do Corda,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.303402521753372,1.6848183740621885,1.315812368358557,2.210024432973936,0.5625159915718203,0.3006290106509426,1.4926308947697704,1.436974291927282,1.4900664207272107,1.333333
96,82765,-47.4666666666667,-7.33333333333333,192.83,Carolina,Maranhão,MA,America/Araguaina,-3,America/Araguaina,-3,1.8355940216387097,1.5413720425896411,1.0039472804967686,2.302864959772584,0.5279418457412263,0.2060997076659908,1.3695059269848309,1.2623853063061334,1.367609832739157,1.266667
97,82476,-43.35,-4.86666666666667,103.56,Caxias,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.3026275310948603,1.9607096246117384,1.5309792764543992,2.572328489959369,0.48324200730122907,0.25816442739747864,1.7370443697353888,1.6721911892599641,1.7408761355590112,1.7
98,82382,-43.35,-3.7333333333333294,103.5,Chapadinha,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,3.4985825154125494,2.529963656313074,2.2978748931455506,2.878985498281028,0.5323622430001874,0.39668699647270256,2.276278789134365,2.278334133536829,2.2764846623620896,2.266667
99,82676,-44.2333333333333,-6.0333333333333306,179.75,Colinas,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,1.9222061909772927,1.560634243294998,1.065026929969049,2.261694403194256,0.5359303992188046,0.2253881900613962,1.3843610776964057,1.2897124068235182,1.3841993353703954,1.266667
100,82568,-46.4666666666667,-5.81666666666667,163.07,Grajaú,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.446501102994442,0.5061116304758659,0.4082811779319593,0.6461080091876835,1.9614692188470861,1.1178554791222288,0.4488310465427625,0.43569663058222696,0.4497068273181604,0.333333
101,82564,-47.4833333333333,-5.5333333333333306,123.3,Imperatriz,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.011267566145545,1.3305154228800968,0.9452668975009726,1.8753658270058675,0.6470649581178449,0.2910983099154986,1.1790224034369208,1.1088645747058312,1.1769113067707135,1.066667
102,82280,-44.2166666666667,-2.53333333333333,50.86,São Luis,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.3140557476424246,2.694526428594285,2.1099846220342835,3.526808973628821,0.35295291802780565,0.1896076330061567,2.3872946913007325,2.299834002933895,2.3867707741614694,2.333333
103,82198,-45.366666666666696,-1.5666666666666698,44.06,Turiaçu,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.8183419681735282,3.5192061377742063,3.01242543525767,4.256800931002228,0.3166361610885528,0.20479923183227083,3.13446358919194,3.0900579768498333,3.139770088470425,3.233333
104,82376,-45.65,-3.2666666666666697,45.28,Zé Doca,Maranhão,MA,America/Fortaleza,-3,America/Fortaleza,-3,2.7785995713677605,2.6429637241977826,2.250933320211503,3.2124547113008046,0.416601514345839,0.2664217019927893,2.352751295510024,2.316356049561087,2.3540021363398496,2.233333
105,83595,-41.06666666666671,-19.483333333333302,82.74,Aimorés,Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,2.40538840565035,1.4555574920599266,1.16413099979957,1.8719043319625217,0.6730552210123321,0.37696821964696725,1.2903797540929052,1.2498422788305987,1.2922712170375352,1.0
106,83442,-42.05,-16.8333333333333,289.0,Araçuaí,Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,2.1191906245501757,1.1249387276903005,0.8323252832325024,1.539333397834231,0.7929587977491347,0.38310380121819093,0.9962997786472269,0.9462760811097882,0.995165814911276,1.0
107,83579,-46.9333333333333,-19.6,1023.61,Araxá,Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,2.488272195052349,2.388567328194657,1.9428105515025629,3.0275615745257234,0.4212054653423809,0.2441285606334707,2.1190479784160368,2.061425202548953,2.1162852151082547,1.9
108,83384,-46.05,-15.9,519.0,Arinos,Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,1.5964022841131604,1.2023895866242875,0.6489197844941695,1.9998422176994533,0.6325568551932136,0.18901075591556663,1.0782561526385634,0.9557337403268577,1.0723513328358396,0.866667
109,83582,-46.0,-20.033333333333303,661.27,Bambuí,Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,1.823007460420688,1.3579247528129352,0.8778432564542881,2.038433979989049,0.5969280563728818,0.23033219992084802,1.2068729968339695,1.1106096674122687,1.2028548409581687,1.033333
110,83689,-43.7666666666667,-21.25,1126.0,Barbacena,Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,1.6436972011241948,1.6891864275270059,0.9549481122753344,2.741628307475142,0.4556437547215199,0.14481151803009235,1.5109554535244345,1.351569090712076,1.5027918014094297,1.333333
111,83587,-43.9333333333333,-19.9333333333333,915.0,Belo Horizonte,Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,2.1440691492609267,1.7698425404826623,1.3204021343631434,2.4066538477438457,0.5081685305615136,0.24923354708545223,1.5673954424724206,1.4917469833566606,1.5644046264581206,1.433333
112,83681,-46.383333333333304,-21.9166666666667,1150.0,Caldas (P. de Caldas),Minas Gerais,MG,America/Sao_Paulo,-3,America/Sao_Paulo,-3,1.312561101424074,1.7880532631179058,0.5992323340626083,3.6198094595604773,0.4110747843708906,0.07335545992092002,1.6482553013026735,1.3524158685263157,1.6355483536938342,1.333333
